col1,col2,Cluster
427371.00,819417.00,cluster_2
399587.00,792459.00,cluster_2
474648.00,778810.00,cluster_2
345692.00,788190.00,cluster_2
409515.00,756149.00,cluster_2
469782.00,780552.00,cluster_2
468229.00,827985.00,cluster_2
414951.00,852935.00,cluster_2
409701.00,750741.00,cluster_2
442826.00,795974.00,cluster_2
459556.00,818479.00,cluster_2
423311.00,813081.00,cluster_2
476144.00,772131.00,cluster_2
391976.00,789416.00,cluster_2
448649.00,813885.00,cluster_2
496658.00,816784.00,cluster_2
410336.00,767856.00,cluster_2
430167.00,811490.00,cluster_2
357467.00,797530.00,cluster_2
404220.00,785798.00,cluster_2
446368.00,763341.00,cluster_2
439514.00,758221.00,cluster_2
424145.00,743433.00,cluster_2
470062.00,771204.00,cluster_2
421187.00,779726.00,cluster_2
396617.00,801039.00,cluster_2
394708.00,739061.00,cluster_2
394912.00,755947.00,cluster_2
425950.00,788228.00,cluster_2
408283.00,806161.00,cluster_2
419520.00,778231.00,cluster_2
441950.00,785934.00,cluster_2
409814.00,836083.00,cluster_2
395817.00,788858.00,cluster_2
422776.00,808328.00,cluster_2
363959.00,810632.00,cluster_2
422943.00,804253.00,cluster_2
407626.00,771304.00,cluster_2
347933.00,797148.00,cluster_2
457554.00,795861.00,cluster_2
394274.00,837428.00,cluster_2
445674.00,768552.00,cluster_2
416359.00,786189.00,cluster_2
419485.00,804779.00,cluster_2
376176.00,795539.00,cluster_2
349378.00,805118.00,cluster_2
456566.00,743012.00,cluster_2
484407.00,809641.00,cluster_2
403329.00,717870.00,cluster_2
392795.00,817694.00,cluster_2
372621.00,772258.00,cluster_2
461751.00,817277.00,cluster_2
489182.00,773934.00,cluster_2
427388.00,815258.00,cluster_2
418155.00,819422.00,cluster_2
437035.00,755506.00,cluster_2
416444.00,783624.00,cluster_2
777811.00,751059.00,cluster_4
823974.00,725025.00,cluster_4
749723.00,781756.00,cluster_4
875160.00,698897.00,cluster_1
828194.00,742074.00,cluster_4
800913.00,749332.00,cluster_4
831165.00,783383.00,cluster_4
793019.00,764859.00,cluster_4
810467.00,706465.00,cluster_4
803540.00,754792.00,cluster_4
844662.00,654835.00,cluster_1
803962.00,731228.00,cluster_4
823065.00,733789.00,cluster_4
822156.00,732296.00,cluster_4
811389.00,723618.00,cluster_4
779936.00,774397.00,cluster_4
854769.00,713941.00,cluster_4
803457.00,735855.00,cluster_4
790712.00,745884.00,cluster_4
815652.00,733433.00,cluster_4
841289.00,701474.00,cluster_1
832054.00,751330.00,cluster_4
786032.00,701427.00,cluster_4
824835.00,704997.00,cluster_4
832886.00,781206.00,cluster_4
818063.00,797960.00,cluster_4
857620.00,709386.00,cluster_1
828589.00,652430.00,cluster_1
836727.00,737798.00,cluster_4
776000.00,780347.00,cluster_4
824098.00,714042.00,cluster_4
830583.00,710990.00,cluster_4
862189.00,735684.00,cluster_4
815131.00,704478.00,cluster_4
828478.00,655405.00,cluster_1
784838.00,771499.00,cluster_4
880362.00,706363.00,cluster_1
767482.00,727417.00,cluster_4
825070.00,734215.00,cluster_4
813781.00,738344.00,cluster_4
840863.00,737972.00,cluster_4
840943.00,739611.00,cluster_4
828276.00,762021.00,cluster_4
822883.00,728314.00,cluster_4
854886.00,769396.00,cluster_4
829623.00,732301.00,cluster_4
835428.00,731189.00,cluster_4
818338.00,800932.00,cluster_4
823417.00,701523.00,cluster_4
812152.00,689907.00,cluster_1
829969.00,699565.00,cluster_1
861563.00,661642.00,cluster_1
816955.00,747629.00,cluster_4
774526.00,757135.00,cluster_4
803577.00,712231.00,cluster_4
798056.00,714380.00,cluster_4
881789.00,727577.00,cluster_4
858867.00,700187.00,cluster_1
834996.00,728517.00,cluster_4
839121.00,736259.00,cluster_4
841045.00,738224.00,cluster_4
840100.00,728839.00,cluster_4
874544.00,686096.00,cluster_1
862334.00,747768.00,cluster_4
820253.00,714625.00,cluster_4
817862.00,732248.00,cluster_4
844729.00,682981.00,cluster_1
846484.00,719360.00,cluster_4
793669.00,724513.00,cluster_4
821906.00,732848.00,cluster_4
826465.00,646980.00,cluster_1
820350.00,748217.00,cluster_4
814540.00,707227.00,cluster_4
838223.00,766380.00,cluster_4
869471.00,745767.00,cluster_4
816054.00,733183.00,cluster_4
801177.00,737548.00,cluster_4
848783.00,748980.00,cluster_4
814105.00,723255.00,cluster_4
838036.00,749612.00,cluster_4
840270.00,725456.00,cluster_4
789601.00,714058.00,cluster_4
827169.00,708345.00,cluster_4
789448.00,738035.00,cluster_4
835030.00,668528.00,cluster_1
848151.00,741869.00,cluster_4
816091.00,747764.00,cluster_4
801511.00,761094.00,cluster_4
822670.00,689090.00,cluster_1
873672.00,734440.00,cluster_4
808153.00,737136.00,cluster_4
755829.00,751858.00,cluster_4
814697.00,729209.00,cluster_4
832758.00,707452.00,cluster_4
848264.00,762550.00,cluster_4
799903.00,784535.00,cluster_4
802674.00,727804.00,cluster_4
828147.00,808738.00,cluster_4
820707.00,705318.00,cluster_4
824594.00,741664.00,cluster_4
804474.00,747122.00,cluster_4
823108.00,733302.00,cluster_4
839514.00,728923.00,cluster_4
827711.00,732798.00,cluster_4
851644.00,721350.00,cluster_4
816390.00,711340.00,cluster_4
798007.00,723995.00,cluster_4
790612.00,738038.00,cluster_4
821909.00,728448.00,cluster_4
865754.00,723314.00,cluster_4
735295.00,814058.00,cluster_4
877711.00,703850.00,cluster_1
792990.00,685472.00,cluster_4
809917.00,762429.00,cluster_4
789388.00,712210.00,cluster_4
879221.00,655497.00,cluster_1
876935.00,684572.00,cluster_1
819439.00,735945.00,cluster_4
807929.00,730950.00,cluster_4
850451.00,764015.00,cluster_4
811748.00,766105.00,cluster_4
824765.00,761114.00,cluster_4
848586.00,789052.00,cluster_4
812231.00,739235.00,cluster_4
873532.00,712802.00,cluster_1
842590.00,716861.00,cluster_4
832798.00,734777.00,cluster_4
817640.00,730018.00,cluster_4
824322.00,744720.00,cluster_4
777697.00,798253.00,cluster_4
868493.00,677155.00,cluster_1
805658.00,698630.00,cluster_4
840349.00,790707.00,cluster_4
796953.00,726378.00,cluster_4
832589.00,782799.00,cluster_4
817441.00,709397.00,cluster_4
856029.00,730586.00,cluster_4
805089.00,762512.00,cluster_4
854628.00,773470.00,cluster_4
846090.00,651306.00,cluster_1
796943.00,674692.00,cluster_1
827192.00,785316.00,cluster_4
818209.00,719382.00,cluster_4
795200.00,786424.00,cluster_4
817777.00,724927.00,cluster_4
846512.00,683647.00,cluster_1
825080.00,746712.00,cluster_4
824674.00,806300.00,cluster_4
822616.00,735941.00,cluster_4
805391.00,732659.00,cluster_4
823250.00,732088.00,cluster_4
850376.00,739749.00,cluster_4
821337.00,733356.00,cluster_4
796786.00,724615.00,cluster_4
862425.00,741010.00,cluster_4
825690.00,703854.00,cluster_4
800872.00,672603.00,cluster_1
825395.00,715780.00,cluster_4
843911.00,730036.00,cluster_4
820238.00,732928.00,cluster_4
848570.00,703697.00,cluster_1
825515.00,738284.00,cluster_4
820367.00,732364.00,cluster_4
822025.00,749214.00,cluster_4
837718.00,761480.00,cluster_4
871723.00,685520.00,cluster_1
850904.00,720163.00,cluster_4
816775.00,739989.00,cluster_4
822103.00,732911.00,cluster_4
815455.00,755486.00,cluster_4
835648.00,756631.00,cluster_4
868626.00,737331.00,cluster_4
825997.00,730652.00,cluster_4
817252.00,730254.00,cluster_4
877906.00,722361.00,cluster_1
808440.00,729985.00,cluster_4
791470.00,751113.00,cluster_4
841654.00,764836.00,cluster_4
825429.00,732758.00,cluster_4
751215.00,828365.00,cluster_4
804706.00,788001.00,cluster_4
820194.00,734233.00,cluster_4
869991.00,705259.00,cluster_1
809779.00,663654.00,cluster_1
822078.00,711840.00,cluster_4
866139.00,717138.00,cluster_1
829379.00,718721.00,cluster_4
837582.00,763266.00,cluster_4
783999.00,732487.00,cluster_4
800231.00,732106.00,cluster_4
862569.00,719773.00,cluster_4
838764.00,652792.00,cluster_1
849343.00,713993.00,cluster_4
828297.00,715480.00,cluster_4
821259.00,750089.00,cluster_4
874643.00,729921.00,cluster_4
819058.00,729125.00,cluster_4
817018.00,729596.00,cluster_4
797804.00,715342.00,cluster_4
838515.00,768484.00,cluster_4
829398.00,724900.00,cluster_4
754841.00,796342.00,cluster_4
878690.00,739021.00,cluster_4
821908.00,732077.00,cluster_4
786495.00,759000.00,cluster_4
823987.00,687499.00,cluster_1
787988.00,741203.00,cluster_4
839339.00,726322.00,cluster_4
822425.00,727248.00,cluster_4
854412.00,725575.00,cluster_4
788351.00,737539.00,cluster_4
838587.00,700545.00,cluster_1
840425.00,762290.00,cluster_4
817395.00,734126.00,cluster_4
807913.00,737341.00,cluster_4
872285.00,750708.00,cluster_4
788166.00,702817.00,cluster_4
836225.00,709204.00,cluster_4
822293.00,786837.00,cluster_4
888892.00,702505.00,cluster_1
822623.00,745025.00,cluster_4
795124.00,696429.00,cluster_4
832238.00,725434.00,cluster_4
815593.00,689874.00,cluster_1
843572.00,784897.00,cluster_4
833716.00,758772.00,cluster_4
822474.00,780882.00,cluster_4
801102.00,759330.00,cluster_4
841752.00,731595.00,cluster_4
808779.00,732990.00,cluster_4
822533.00,758955.00,cluster_4
817807.00,715863.00,cluster_4
837977.00,728814.00,cluster_4
801204.00,755177.00,cluster_4
819628.00,810748.00,cluster_4
814732.00,734183.00,cluster_4
832086.00,716249.00,cluster_4
876503.00,659112.00,cluster_1
823856.00,749355.00,cluster_4
819737.00,737829.00,cluster_4
818756.00,743887.00,cluster_4
811971.00,664520.00,cluster_1
801526.00,705057.00,cluster_4
827031.00,734324.00,cluster_4
843891.00,721571.00,cluster_4
810460.00,735109.00,cluster_4
782368.00,759352.00,cluster_4
801172.00,715857.00,cluster_4
866928.00,716961.00,cluster_1
829673.00,730398.00,cluster_4
850888.00,736810.00,cluster_4
786935.00,732999.00,cluster_4
769656.00,721159.00,cluster_4
804925.00,735492.00,cluster_4
870054.00,738900.00,cluster_4
818932.00,728481.00,cluster_4
853692.00,746285.00,cluster_4
807072.00,687932.00,cluster_1
750459.00,800215.00,cluster_4
823959.00,737866.00,cluster_4
835804.00,710711.00,cluster_4
790206.00,747165.00,cluster_4
813092.00,739043.00,cluster_4
801810.00,728106.00,cluster_4
825404.00,733788.00,cluster_4
820947.00,730529.00,cluster_4
827081.00,694553.00,cluster_1
822664.00,720677.00,cluster_4
768565.00,762193.00,cluster_4
823113.00,733720.00,cluster_4
821079.00,800206.00,cluster_4
828531.00,731300.00,cluster_4
820757.00,738235.00,cluster_4
781260.00,737962.00,cluster_4
819438.00,662327.00,cluster_1
833504.00,744564.00,cluster_4
789552.00,731946.00,cluster_4
822843.00,763117.00,cluster_4
775555.00,719683.00,cluster_4
865084.00,713697.00,cluster_1
820455.00,729132.00,cluster_4
849547.00,738979.00,cluster_4
762269.00,792243.00,cluster_4
821464.00,700760.00,cluster_4
824013.00,753991.00,cluster_4
803369.00,698753.00,cluster_4
823589.00,728083.00,cluster_4
796353.00,710294.00,cluster_4
820083.00,728310.00,cluster_4
829133.00,735488.00,cluster_4
823455.00,747394.00,cluster_4
818542.00,740451.00,cluster_4
809623.00,734937.00,cluster_4
841762.00,777572.00,cluster_4
802184.00,751958.00,cluster_4
803874.00,675499.00,cluster_1
830065.00,739162.00,cluster_4
824140.00,729074.00,cluster_4
852730.00,769968.00,cluster_4
866760.00,753547.00,cluster_4
811031.00,703822.00,cluster_4
825414.00,734466.00,cluster_4
816615.00,770855.00,cluster_4
786227.00,765634.00,cluster_4
817269.00,733788.00,cluster_4
809453.00,736879.00,cluster_4
757421.00,774445.00,cluster_4
818251.00,731938.00,cluster_4
788020.00,765562.00,cluster_4
823618.00,734216.00,cluster_4
812295.00,728049.00,cluster_4
837545.00,696979.00,cluster_1
797918.00,694723.00,cluster_4
822224.00,742716.00,cluster_4
821895.00,732158.00,cluster_4
797233.00,713358.00,cluster_4
800258.00,733812.00,cluster_4
813319.00,737376.00,cluster_4
860951.00,162251.00,cluster_0
860387.00,157731.00,cluster_0
857363.00,154639.00,cluster_0
863391.00,126214.00,cluster_0
839094.00,159543.00,cluster_0
849248.00,164090.00,cluster_0
875990.00,133950.00,cluster_0
905936.00,150106.00,cluster_0
895835.00,123485.00,cluster_0
818079.00,108536.00,cluster_0
898976.00,198452.00,cluster_0
869087.00,153957.00,cluster_0
849653.00,143827.00,cluster_0
834293.00,161575.00,cluster_0
844234.00,153197.00,cluster_0
835128.00,212354.00,cluster_0
828179.00,155649.00,cluster_0
875410.00,128878.00,cluster_0
850965.00,156224.00,cluster_0
800816.00,176612.00,cluster_0
832621.00,150748.00,cluster_0
876863.00,176593.00,cluster_0
826192.00,172906.00,cluster_0
862679.00,188399.00,cluster_0
839974.00,154358.00,cluster_0
854338.00,135067.00,cluster_0
855233.00,141357.00,cluster_0
850538.00,160159.00,cluster_0
868442.00,160118.00,cluster_0
888714.00,205560.00,cluster_0
864185.00,161232.00,cluster_0
851280.00,156049.00,cluster_0
875825.00,204959.00,cluster_0
840375.00,155757.00,cluster_0
892340.00,149050.00,cluster_0
873527.00,126426.00,cluster_0
836433.00,200181.00,cluster_0
826499.00,142732.00,cluster_0
854922.00,159650.00,cluster_0
883537.00,210648.00,cluster_0
807420.00,168787.00,cluster_0
840299.00,118907.00,cluster_0
834602.00,213597.00,cluster_0
864053.00,139325.00,cluster_0
856454.00,117143.00,cluster_0
857972.00,160214.00,cluster_0
850046.00,108829.00,cluster_0
804936.00,148980.00,cluster_0
864374.00,150149.00,cluster_0
858587.00,150101.00,cluster_0
870247.00,121460.00,cluster_0
855656.00,162100.00,cluster_0
850176.00,127908.00,cluster_0
850057.00,157848.00,cluster_0
828005.00,145089.00,cluster_0
861994.00,160156.00,cluster_0
849537.00,157510.00,cluster_0
867125.00,168762.00,cluster_0
838142.00,156770.00,cluster_0
847644.00,164348.00,cluster_0
856349.00,158150.00,cluster_0
860606.00,152843.00,cluster_0
869288.00,168662.00,cluster_0
838328.00,185708.00,cluster_0
860986.00,140320.00,cluster_0
829229.00,143653.00,cluster_0
866051.00,172932.00,cluster_0
871556.00,194747.00,cluster_0
865489.00,161762.00,cluster_0
851840.00,110475.00,cluster_0
846256.00,154064.00,cluster_0
836081.00,178429.00,cluster_0
859707.00,202806.00,cluster_0
849938.00,156042.00,cluster_0
894124.00,202052.00,cluster_0
864325.00,170593.00,cluster_0
848108.00,161786.00,cluster_0
817619.00,181929.00,cluster_0
858058.00,196183.00,cluster_0
861242.00,161722.00,cluster_0
885793.00,172115.00,cluster_0
850577.00,157049.00,cluster_0
877125.00,161227.00,cluster_0
883864.00,111281.00,cluster_0
891699.00,170415.00,cluster_0
802394.00,87835.00,cluster_0
862759.00,157988.00,cluster_0
824185.00,167369.00,cluster_0
813124.00,157130.00,cluster_0
840335.00,164912.00,cluster_0
858042.00,178196.00,cluster_0
846257.00,145306.00,cluster_0
858516.00,151301.00,cluster_0
851282.00,153750.00,cluster_0
905005.00,164126.00,cluster_0
857309.00,139276.00,cluster_0
845589.00,192916.00,cluster_0
895245.00,150977.00,cluster_0
863995.00,150435.00,cluster_0
862642.00,159379.00,cluster_0
861631.00,169376.00,cluster_0
858934.00,162874.00,cluster_0
912023.00,160368.00,cluster_0
842824.00,177832.00,cluster_0
824560.00,133679.00,cluster_0
842281.00,175525.00,cluster_0
860845.00,155375.00,cluster_0
841096.00,188742.00,cluster_0
821428.00,153468.00,cluster_0
840357.00,169437.00,cluster_0
827802.00,189078.00,cluster_0
844734.00,164570.00,cluster_0
847812.00,114745.00,cluster_0
887269.00,166179.00,cluster_0
830159.00,134329.00,cluster_0
850925.00,157811.00,cluster_0
847276.00,121785.00,cluster_0
870599.00,149782.00,cluster_0
780153.00,136449.00,cluster_0
814379.00,132655.00,cluster_0
834483.00,173379.00,cluster_0
852423.00,159874.00,cluster_0
854012.00,157449.00,cluster_0
883375.00,158482.00,cluster_0
850219.00,110573.00,cluster_0
836450.00,151205.00,cluster_0
881217.00,172320.00,cluster_0
813239.00,139752.00,cluster_0
871255.00,140340.00,cluster_0
789356.00,159383.00,cluster_0
873690.00,156226.00,cluster_0
858834.00,149259.00,cluster_0
778867.00,140736.00,cluster_0
872057.00,122354.00,cluster_0
882097.00,161493.00,cluster_0
787336.00,144875.00,cluster_0
849751.00,167033.00,cluster_0
843833.00,170416.00,cluster_0
850663.00,157840.00,cluster_0
812240.00,177846.00,cluster_0
838609.00,140215.00,cluster_0
850959.00,157920.00,cluster_0
859703.00,156782.00,cluster_0
854753.00,190254.00,cluster_0
895723.00,126593.00,cluster_0
857833.00,170565.00,cluster_0
850200.00,164752.00,cluster_0
845303.00,150476.00,cluster_0
877422.00,134877.00,cluster_0
850153.00,155701.00,cluster_0
819256.00,201704.00,cluster_0
871689.00,155981.00,cluster_0
818014.00,140185.00,cluster_0
815298.00,167390.00,cluster_0
864088.00,171351.00,cluster_0
902529.00,162041.00,cluster_0
908069.00,146564.00,cluster_0
799326.00,106384.00,cluster_0
854996.00,81095.00,cluster_0
843813.00,182032.00,cluster_0
888504.00,147016.00,cluster_0
877964.00,242679.00,cluster_0
851866.00,156896.00,cluster_0
821361.00,175823.00,cluster_0
810775.00,160434.00,cluster_0
843150.00,156573.00,cluster_0
844088.00,150085.00,cluster_0
830620.00,117906.00,cluster_0
835790.00,127898.00,cluster_0
819541.00,117296.00,cluster_0
858703.00,157931.00,cluster_0
857846.00,153281.00,cluster_0
876408.00,183646.00,cluster_0
842576.00,153072.00,cluster_0
848974.00,199427.00,cluster_0
862925.00,243856.00,cluster_0
856561.00,128799.00,cluster_0
834171.00,189042.00,cluster_0
872516.00,217570.00,cluster_0
869167.00,105039.00,cluster_0
819670.00,183364.00,cluster_0
846575.00,159002.00,cluster_0
895127.00,152283.00,cluster_0
830445.00,186055.00,cluster_0
792179.00,148539.00,cluster_0
852410.00,187705.00,cluster_0
853554.00,158012.00,cluster_0
927170.00,250593.00,cluster_0
825605.00,167750.00,cluster_0
846731.00,162515.00,cluster_0
878170.00,123364.00,cluster_0
884966.00,133900.00,cluster_0
866987.00,154415.00,cluster_0
846284.00,113820.00,cluster_0
873474.00,159567.00,cluster_0
878258.00,158631.00,cluster_0
882306.00,173836.00,cluster_0
856924.00,169071.00,cluster_0
794260.00,129843.00,cluster_0
851568.00,114049.00,cluster_0
868736.00,179354.00,cluster_0
925732.00,210388.00,cluster_0
868375.00,161990.00,cluster_0
855593.00,161003.00,cluster_0
849599.00,157084.00,cluster_0
868317.00,177001.00,cluster_0
800304.00,163436.00,cluster_0
823740.00,169808.00,cluster_0
856202.00,158811.00,cluster_0
883929.00,121705.00,cluster_0
851010.00,157593.00,cluster_0
872506.00,157517.00,cluster_0
850533.00,160136.00,cluster_0
816393.00,185056.00,cluster_0
850911.00,157772.00,cluster_0
812942.00,85345.00,cluster_0
835581.00,147664.00,cluster_0
913298.00,162009.00,cluster_0
858172.00,137586.00,cluster_0
872781.00,154295.00,cluster_0
871597.00,185239.00,cluster_0
923120.00,170161.00,cluster_0
837019.00,215527.00,cluster_0
835702.00,176502.00,cluster_0
837017.00,154170.00,cluster_0
859177.00,143273.00,cluster_0
866851.00,129505.00,cluster_0
855852.00,134834.00,cluster_0
924289.00,171369.00,cluster_0
860154.00,113364.00,cluster_0
836739.00,162321.00,cluster_0
850775.00,162968.00,cluster_0
884750.00,154317.00,cluster_0
849681.00,125345.00,cluster_0
854463.00,159977.00,cluster_0
883567.00,161769.00,cluster_0
848137.00,87922.00,cluster_0
823676.00,152154.00,cluster_0
848135.00,130674.00,cluster_0
844400.00,150812.00,cluster_0
864494.00,136669.00,cluster_0
878157.00,210496.00,cluster_0
851088.00,157432.00,cluster_0
786528.00,104976.00,cluster_0
860106.00,157080.00,cluster_0
861412.00,205239.00,cluster_0
820675.00,168154.00,cluster_0
834036.00,144156.00,cluster_0
842907.00,133992.00,cluster_0
846720.00,162060.00,cluster_0
871544.00,144135.00,cluster_0
849003.00,115373.00,cluster_0
856753.00,145184.00,cluster_0
839757.00,190518.00,cluster_0
865113.00,161302.00,cluster_0
846936.00,161313.00,cluster_0
845802.00,172285.00,cluster_0
844357.00,163402.00,cluster_0
881106.00,105566.00,cluster_0
877835.00,151890.00,cluster_0
839445.00,149778.00,cluster_0
866560.00,165110.00,cluster_0
845798.00,213118.00,cluster_0
818668.00,120458.00,cluster_0
831446.00,182864.00,cluster_0
900955.00,185733.00,cluster_0
836647.00,167267.00,cluster_0
874672.00,104851.00,cluster_0
849126.00,121710.00,cluster_0
889142.00,154467.00,cluster_0
855993.00,225023.00,cluster_0
854095.00,158510.00,cluster_0
850787.00,125678.00,cluster_0
859298.00,139834.00,cluster_0
829216.00,121494.00,cluster_0
837676.00,148639.00,cluster_0
851919.00,127963.00,cluster_0
841353.00,125628.00,cluster_0
848563.00,117708.00,cluster_0
893106.00,176595.00,cluster_0
852503.00,146551.00,cluster_0
848290.00,143184.00,cluster_0
825541.00,151495.00,cluster_0
883231.00,232031.00,cluster_0
864667.00,143614.00,cluster_0
805089.00,96540.00,cluster_0
854909.00,149938.00,cluster_0
847097.00,176660.00,cluster_0
910435.00,171155.00,cluster_0
878749.00,188759.00,cluster_0
871780.00,158486.00,cluster_0
841292.00,155620.00,cluster_0
846011.00,160034.00,cluster_0
855969.00,193497.00,cluster_0
860927.00,110775.00,cluster_0
808069.00,134402.00,cluster_0
848413.00,183717.00,cluster_0
791722.00,162000.00,cluster_0
852104.00,134678.00,cluster_0
806567.00,140259.00,cluster_0
847423.00,161535.00,cluster_0
867993.00,162841.00,cluster_0
828038.00,149181.00,cluster_0
849404.00,170474.00,cluster_0
841967.00,150890.00,cluster_0
850945.00,161669.00,cluster_0
888697.00,143969.00,cluster_0
813868.00,188928.00,cluster_0
864991.00,159874.00,cluster_0
881109.00,152198.00,cluster_0
811694.00,188374.00,cluster_0
900360.00,153622.00,cluster_0
885764.00,151791.00,cluster_0
814553.00,164190.00,cluster_0
895623.00,178393.00,cluster_0
829790.00,205695.00,cluster_0
865170.00,173755.00,cluster_0
850453.00,155432.00,cluster_0
864211.00,216526.00,cluster_0
848770.00,111076.00,cluster_0
791199.00,164843.00,cluster_0
834165.00,140684.00,cluster_0
843905.00,219401.00,cluster_0
857328.00,143692.00,cluster_0
838146.00,159541.00,cluster_0
340693.00,569371.00,cluster_11
315965.00,587160.00,cluster_11
405652.00,622938.00,cluster_11
359831.00,554975.00,cluster_11
349296.00,557688.00,cluster_11
289423.00,559134.00,cluster_11
408689.00,562521.00,cluster_11
321312.00,574721.00,cluster_11
286568.00,547471.00,cluster_11
370259.00,585265.00,cluster_11
339967.00,562602.00,cluster_11
410917.00,614521.00,cluster_11
283570.00,563726.00,cluster_11
347197.00,591316.00,cluster_11
342064.00,570045.00,cluster_11
317331.00,556086.00,cluster_11
335792.00,541310.00,cluster_11
330455.00,568758.00,cluster_11
366794.00,582584.00,cluster_11
378697.00,591764.00,cluster_11
339981.00,565418.00,cluster_11
338342.00,566864.00,cluster_11
338474.00,563350.00,cluster_11
432052.00,613723.00,cluster_11
340064.00,550509.00,cluster_11
334354.00,578047.00,cluster_11
296775.00,572432.00,cluster_11
353335.00,592567.00,cluster_11
334016.00,562797.00,cluster_11
328438.00,532686.00,cluster_11
365927.00,571713.00,cluster_11
343247.00,564376.00,cluster_11
325057.00,581121.00,cluster_11
330881.00,579058.00,cluster_11
378648.00,579579.00,cluster_11
339115.00,566863.00,cluster_11
333299.00,597586.00,cluster_11
367048.00,553451.00,cluster_11
345840.00,561591.00,cluster_11
366934.00,581294.00,cluster_11
358793.00,547046.00,cluster_11
393570.00,579641.00,cluster_11
304399.00,545221.00,cluster_11
353979.00,578923.00,cluster_11
337002.00,589527.00,cluster_11
327738.00,559624.00,cluster_11
334549.00,579199.00,cluster_11
297110.00,556485.00,cluster_11
327403.00,548875.00,cluster_11
413894.00,564459.00,cluster_11
326043.00,553772.00,cluster_11
337811.00,558454.00,cluster_11
333901.00,532836.00,cluster_11
340545.00,568654.00,cluster_11
358483.00,554925.00,cluster_11
318065.00,581616.00,cluster_11
367751.00,578289.00,cluster_11
331667.00,570387.00,cluster_11
321519.00,561045.00,cluster_11
299578.00,572052.00,cluster_11
339632.00,536577.00,cluster_11
339993.00,544064.00,cluster_11
268672.00,508874.00,cluster_11
332960.00,569308.00,cluster_11
345042.00,566973.00,cluster_11
352220.00,602793.00,cluster_11
333934.00,537464.00,cluster_11
312386.00,555195.00,cluster_11
334182.00,558498.00,cluster_11
335328.00,562880.00,cluster_11
303637.00,570253.00,cluster_11
353145.00,580916.00,cluster_11
325118.00,556212.00,cluster_11
294310.00,563522.00,cluster_11
371563.00,547746.00,cluster_11
373894.00,555347.00,cluster_11
407040.00,577739.00,cluster_11
337298.00,565486.00,cluster_11
357813.00,572855.00,cluster_11
304157.00,566007.00,cluster_11
335918.00,566525.00,cluster_11
330127.00,570072.00,cluster_11
339212.00,538693.00,cluster_11
357275.00,551101.00,cluster_11
334785.00,565575.00,cluster_11
326152.00,563230.00,cluster_11
345903.00,561314.00,cluster_11
238748.00,551038.00,cluster_6
331175.00,551842.00,cluster_11
352520.00,566829.00,cluster_11
341675.00,560197.00,cluster_11
354746.00,552404.00,cluster_11
412500.00,594675.00,cluster_11
277027.00,536847.00,cluster_11
322209.00,547247.00,cluster_11
375619.00,553791.00,cluster_11
288068.00,561932.00,cluster_11
344770.00,570309.00,cluster_11
284031.00,566654.00,cluster_11
324442.00,567881.00,cluster_11
356246.00,549756.00,cluster_11
404420.00,577532.00,cluster_11
336829.00,562228.00,cluster_11
293591.00,522132.00,cluster_11
342963.00,582232.00,cluster_11
338860.00,561151.00,cluster_11
324055.00,590810.00,cluster_11
328331.00,541094.00,cluster_11
357737.00,597104.00,cluster_11
392534.00,593343.00,cluster_11
298665.00,568245.00,cluster_11
343376.00,575709.00,cluster_11
338863.00,563107.00,cluster_11
361370.00,552483.00,cluster_11
338935.00,567577.00,cluster_11
350117.00,535859.00,cluster_11
371000.00,555062.00,cluster_11
368617.00,554066.00,cluster_11
331795.00,529654.00,cluster_11
344237.00,573700.00,cluster_11
280110.00,522025.00,cluster_11
328657.00,564864.00,cluster_11
452457.00,597461.00,cluster_11
333669.00,542228.00,cluster_11
320628.00,564596.00,cluster_11
316642.00,553340.00,cluster_11
340712.00,563178.00,cluster_11
349955.00,535578.00,cluster_11
261538.00,525920.00,cluster_11
411008.00,607342.00,cluster_11
317136.00,563479.00,cluster_11
297022.00,574097.00,cluster_11
319927.00,524637.00,cluster_11
359772.00,568428.00,cluster_11
344791.00,578536.00,cluster_11
324093.00,580491.00,cluster_11
373907.00,558472.00,cluster_11
321905.00,573147.00,cluster_11
341721.00,576427.00,cluster_11
386373.00,606623.00,cluster_11
338588.00,543875.00,cluster_11
341578.00,558672.00,cluster_11
371616.00,570648.00,cluster_11
331987.00,568997.00,cluster_11
341329.00,565571.00,cluster_11
334350.00,556417.00,cluster_11
330482.00,571217.00,cluster_11
338950.00,572545.00,cluster_11
289087.00,565427.00,cluster_11
343997.00,585193.00,cluster_11
225786.00,529417.00,cluster_6
365567.00,547606.00,cluster_11
320827.00,519618.00,cluster_11
286990.00,529505.00,cluster_11
321517.00,569562.00,cluster_11
388806.00,569524.00,cluster_11
411796.00,581307.00,cluster_11
331440.00,551885.00,cluster_11
325958.00,573367.00,cluster_11
348171.00,569251.00,cluster_11
344239.00,530765.00,cluster_11
419151.00,577335.00,cluster_11
321309.00,569996.00,cluster_11
386377.00,574187.00,cluster_11
342099.00,561508.00,cluster_11
366688.00,562413.00,cluster_11
321657.00,538660.00,cluster_11
403004.00,613466.00,cluster_11
363304.00,553764.00,cluster_11
384922.00,582877.00,cluster_11
304556.00,568584.00,cluster_11
336787.00,538925.00,cluster_11
327998.00,571265.00,cluster_11
303269.00,531608.00,cluster_11
