col1,col2,Cluster
823959.0000000,737866.0000000,cluster_4
835804.0000000,710711.0000000,cluster_4
790206.0000000,747165.0000000,cluster_4
813092.0000000,739043.0000000,cluster_4
801810.0000000,728106.0000000,cluster_4
825404.0000000,733788.0000000,cluster_4
820947.0000000,730529.0000000,cluster_4
827081.0000000,694553.0000000,cluster_1
822664.0000000,720677.0000000,cluster_4
768565.0000000,762193.0000000,cluster_4
823113.0000000,733720.0000000,cluster_4
821079.0000000,800206.0000000,cluster_4
828531.0000000,731300.0000000,cluster_4
820757.0000000,738235.0000000,cluster_4
781260.0000000,737962.0000000,cluster_4
819438.0000000,662327.0000000,cluster_1
833504.0000000,744564.0000000,cluster_4
789552.0000000,731946.0000000,cluster_4
822843.0000000,763117.0000000,cluster_4
775555.0000000,719683.0000000,cluster_4
865084.0000000,713697.0000000,cluster_1
820455.0000000,729132.0000000,cluster_4
849547.0000000,738979.0000000,cluster_4
762269.0000000,792243.0000000,cluster_4
821464.0000000,700760.0000000,cluster_4
824013.0000000,753991.0000000,cluster_4
803369.0000000,698753.0000000,cluster_4
823589.0000000,728083.0000000,cluster_4
796353.0000000,710294.0000000,cluster_4
820083.0000000,728310.0000000,cluster_4
829133.0000000,735488.0000000,cluster_4
823455.0000000,747394.0000000,cluster_4
818542.0000000,740451.0000000,cluster_4
809623.0000000,734937.0000000,cluster_4
841762.0000000,777572.0000000,cluster_4
802184.0000000,751958.0000000,cluster_4
803874.0000000,675499.0000000,cluster_1
830065.0000000,739162.0000000,cluster_4
824140.0000000,729074.0000000,cluster_4
852730.0000000,769968.0000000,cluster_4
866760.0000000,753547.0000000,cluster_4
811031.0000000,703822.0000000,cluster_4
825414.0000000,734466.0000000,cluster_4
816615.0000000,770855.0000000,cluster_4
786227.0000000,765634.0000000,cluster_4
817269.0000000,733788.0000000,cluster_4
809453.0000000,736879.0000000,cluster_4
757421.0000000,774445.0000000,cluster_4
818251.0000000,731938.0000000,cluster_4
788020.0000000,765562.0000000,cluster_4
823618.0000000,734216.0000000,cluster_4
812295.0000000,728049.0000000,cluster_4
837545.0000000,696979.0000000,cluster_1
797918.0000000,694723.0000000,cluster_4
822224.0000000,742716.0000000,cluster_4
821895.0000000,732158.0000000,cluster_4
797233.0000000,713358.0000000,cluster_4
800258.0000000,733812.0000000,cluster_4
813319.0000000,737376.0000000,cluster_4
860951.0000000,162251.0000000,cluster_0
860387.0000000,157731.0000000,cluster_0
857363.0000000,154639.0000000,cluster_0
863391.0000000,126214.0000000,cluster_0
839094.0000000,159543.0000000,cluster_0
849248.0000000,164090.0000000,cluster_0
875990.0000000,133950.0000000,cluster_0
905936.0000000,150106.0000000,cluster_0
895835.0000000,123485.0000000,cluster_0
818079.0000000,108536.0000000,cluster_0
898976.0000000,198452.0000000,cluster_0
869087.0000000,153957.0000000,cluster_0
849653.0000000,143827.0000000,cluster_0
834293.0000000,161575.0000000,cluster_0
844234.0000000,153197.0000000,cluster_0
835128.0000000,212354.0000000,cluster_0
828179.0000000,155649.0000000,cluster_0
875410.0000000,128878.0000000,cluster_0
850965.0000000,156224.0000000,cluster_0
800816.0000000,176612.0000000,cluster_0
832621.0000000,150748.0000000,cluster_0
876863.0000000,176593.0000000,cluster_0
826192.0000000,172906.0000000,cluster_0
862679.0000000,188399.0000000,cluster_0
839974.0000000,154358.0000000,cluster_0
854338.0000000,135067.0000000,cluster_0
855233.0000000,141357.0000000,cluster_0
850538.0000000,160159.0000000,cluster_0
868442.0000000,160118.0000000,cluster_0
888714.0000000,205560.0000000,cluster_0
864185.0000000,161232.0000000,cluster_0
851280.0000000,156049.0000000,cluster_0
875825.0000000,204959.0000000,cluster_0
840375.0000000,155757.0000000,cluster_0
892340.0000000,149050.0000000,cluster_0
873527.0000000,126426.0000000,cluster_0
836433.0000000,200181.0000000,cluster_0
826499.0000000,142732.0000000,cluster_0
854922.0000000,159650.0000000,cluster_0
883537.0000000,210648.0000000,cluster_0
807420.0000000,168787.0000000,cluster_0
840299.0000000,118907.0000000,cluster_0
834602.0000000,213597.0000000,cluster_0
864053.0000000,139325.0000000,cluster_0
856454.0000000,117143.0000000,cluster_0
857972.0000000,160214.0000000,cluster_0
850046.0000000,108829.0000000,cluster_0
804936.0000000,148980.0000000,cluster_0
864374.0000000,150149.0000000,cluster_0
858587.0000000,150101.0000000,cluster_0
870247.0000000,121460.0000000,cluster_0
855656.0000000,162100.0000000,cluster_0
850176.0000000,127908.0000000,cluster_0
850057.0000000,157848.0000000,cluster_0
828005.0000000,145089.0000000,cluster_0
861994.0000000,160156.0000000,cluster_0
849537.0000000,157510.0000000,cluster_0
867125.0000000,168762.0000000,cluster_0
838142.0000000,156770.0000000,cluster_0
847644.0000000,164348.0000000,cluster_0
856349.0000000,158150.0000000,cluster_0
860606.0000000,152843.0000000,cluster_0
869288.0000000,168662.0000000,cluster_0
838328.0000000,185708.0000000,cluster_0
860986.0000000,140320.0000000,cluster_0
829229.0000000,143653.0000000,cluster_0
866051.0000000,172932.0000000,cluster_0
871556.0000000,194747.0000000,cluster_0
865489.0000000,161762.0000000,cluster_0
851840.0000000,110475.0000000,cluster_0
846256.0000000,154064.0000000,cluster_0
836081.0000000,178429.0000000,cluster_0
859707.0000000,202806.0000000,cluster_0
849938.0000000,156042.0000000,cluster_0
894124.0000000,202052.0000000,cluster_0
864325.0000000,170593.0000000,cluster_0
848108.0000000,161786.0000000,cluster_0
817619.0000000,181929.0000000,cluster_0
858058.0000000,196183.0000000,cluster_0
861242.0000000,161722.0000000,cluster_0
885793.0000000,172115.0000000,cluster_0
850577.0000000,157049.0000000,cluster_0
877125.0000000,161227.0000000,cluster_0
883864.0000000,111281.0000000,cluster_0
891699.0000000,170415.0000000,cluster_0
802394.0000000,87835.0000000,cluster_0
862759.0000000,157988.0000000,cluster_0
824185.0000000,167369.0000000,cluster_0
813124.0000000,157130.0000000,cluster_0
840335.0000000,164912.0000000,cluster_0
858042.0000000,178196.0000000,cluster_0
846257.0000000,145306.0000000,cluster_0
858516.0000000,151301.0000000,cluster_0
851282.0000000,153750.0000000,cluster_0
905005.0000000,164126.0000000,cluster_0
857309.0000000,139276.0000000,cluster_0
845589.0000000,192916.0000000,cluster_0
895245.0000000,150977.0000000,cluster_0
863995.0000000,150435.0000000,cluster_0
862642.0000000,159379.0000000,cluster_0
861631.0000000,169376.0000000,cluster_0
858934.0000000,162874.0000000,cluster_0
912023.0000000,160368.0000000,cluster_0
842824.0000000,177832.0000000,cluster_0
824560.0000000,133679.0000000,cluster_0
842281.0000000,175525.0000000,cluster_0
860845.0000000,155375.0000000,cluster_0
841096.0000000,188742.0000000,cluster_0
821428.0000000,153468.0000000,cluster_0
840357.0000000,169437.0000000,cluster_0
827802.0000000,189078.0000000,cluster_0
844734.0000000,164570.0000000,cluster_0
847812.0000000,114745.0000000,cluster_0
887269.0000000,166179.0000000,cluster_0
830159.0000000,134329.0000000,cluster_0
850925.0000000,157811.0000000,cluster_0
847276.0000000,121785.0000000,cluster_0
870599.0000000,149782.0000000,cluster_0
780153.0000000,136449.0000000,cluster_0
814379.0000000,132655.0000000,cluster_0
834483.0000000,173379.0000000,cluster_0
852423.0000000,159874.0000000,cluster_0
854012.0000000,157449.0000000,cluster_0
883375.0000000,158482.0000000,cluster_0
850219.0000000,110573.0000000,cluster_0
836450.0000000,151205.0000000,cluster_0
881217.0000000,172320.0000000,cluster_0
813239.0000000,139752.0000000,cluster_0
871255.0000000,140340.0000000,cluster_0
789356.0000000,159383.0000000,cluster_0
873690.0000000,156226.0000000,cluster_0
858834.0000000,149259.0000000,cluster_0
778867.0000000,140736.0000000,cluster_0
872057.0000000,122354.0000000,cluster_0
882097.0000000,161493.0000000,cluster_0
787336.0000000,144875.0000000,cluster_0
849751.0000000,167033.0000000,cluster_0
843833.0000000,170416.0000000,cluster_0
850663.0000000,157840.0000000,cluster_0
812240.0000000,177846.0000000,cluster_0
838609.0000000,140215.0000000,cluster_0
850959.0000000,157920.0000000,cluster_0
859703.0000000,156782.0000000,cluster_0
854753.0000000,190254.0000000,cluster_0
895723.0000000,126593.0000000,cluster_0
857833.0000000,170565.0000000,cluster_0
850200.0000000,164752.0000000,cluster_0
845303.0000000,150476.0000000,cluster_0
877422.0000000,134877.0000000,cluster_0
850153.0000000,155701.0000000,cluster_0
819256.0000000,201704.0000000,cluster_0
871689.0000000,155981.0000000,cluster_0
818014.0000000,140185.0000000,cluster_0
815298.0000000,167390.0000000,cluster_0
864088.0000000,171351.0000000,cluster_0
902529.0000000,162041.0000000,cluster_0
908069.0000000,146564.0000000,cluster_0
799326.0000000,106384.0000000,cluster_0
854996.0000000,81095.0000000,cluster_0
843813.0000000,182032.0000000,cluster_0
888504.0000000,147016.0000000,cluster_0
877964.0000000,242679.0000000,cluster_0
851866.0000000,156896.0000000,cluster_0
821361.0000000,175823.0000000,cluster_0
810775.0000000,160434.0000000,cluster_0
843150.0000000,156573.0000000,cluster_0
844088.0000000,150085.0000000,cluster_0
830620.0000000,117906.0000000,cluster_0
835790.0000000,127898.0000000,cluster_0
819541.0000000,117296.0000000,cluster_0
858703.0000000,157931.0000000,cluster_0
857846.0000000,153281.0000000,cluster_0
876408.0000000,183646.0000000,cluster_0
842576.0000000,153072.0000000,cluster_0
848974.0000000,199427.0000000,cluster_0
862925.0000000,243856.0000000,cluster_0
856561.0000000,128799.0000000,cluster_0
834171.0000000,189042.0000000,cluster_0
872516.0000000,217570.0000000,cluster_0
869167.0000000,105039.0000000,cluster_0
819670.0000000,183364.0000000,cluster_0
846575.0000000,159002.0000000,cluster_0
895127.0000000,152283.0000000,cluster_0
830445.0000000,186055.0000000,cluster_0
792179.0000000,148539.0000000,cluster_0
852410.0000000,187705.0000000,cluster_0
853554.0000000,158012.0000000,cluster_0
927170.0000000,250593.0000000,cluster_0
825605.0000000,167750.0000000,cluster_0
846731.0000000,162515.0000000,cluster_0
878170.0000000,123364.0000000,cluster_0
884966.0000000,133900.0000000,cluster_0
866987.0000000,154415.0000000,cluster_0
846284.0000000,113820.0000000,cluster_0
873474.0000000,159567.0000000,cluster_0
878258.0000000,158631.0000000,cluster_0
882306.0000000,173836.0000000,cluster_0
856924.0000000,169071.0000000,cluster_0
794260.0000000,129843.0000000,cluster_0
851568.0000000,114049.0000000,cluster_0
868736.0000000,179354.0000000,cluster_0
925732.0000000,210388.0000000,cluster_0
868375.0000000,161990.0000000,cluster_0
855593.0000000,161003.0000000,cluster_0
849599.0000000,157084.0000000,cluster_0
868317.0000000,177001.0000000,cluster_0
800304.0000000,163436.0000000,cluster_0
823740.0000000,169808.0000000,cluster_0
856202.0000000,158811.0000000,cluster_0
883929.0000000,121705.0000000,cluster_0
851010.0000000,157593.0000000,cluster_0
872506.0000000,157517.0000000,cluster_0
850533.0000000,160136.0000000,cluster_0
816393.0000000,185056.0000000,cluster_0
850911.0000000,157772.0000000,cluster_0
812942.0000000,85345.0000000,cluster_0
835581.0000000,147664.0000000,cluster_0
913298.0000000,162009.0000000,cluster_0
858172.0000000,137586.0000000,cluster_0
872781.0000000,154295.0000000,cluster_0
871597.0000000,185239.0000000,cluster_0
923120.0000000,170161.0000000,cluster_0
837019.0000000,215527.0000000,cluster_0
835702.0000000,176502.0000000,cluster_0
837017.0000000,154170.0000000,cluster_0
859177.0000000,143273.0000000,cluster_0
866851.0000000,129505.0000000,cluster_0
855852.0000000,134834.0000000,cluster_0
924289.0000000,171369.0000000,cluster_0
860154.0000000,113364.0000000,cluster_0
836739.0000000,162321.0000000,cluster_0
850775.0000000,162968.0000000,cluster_0
884750.0000000,154317.0000000,cluster_0
849681.0000000,125345.0000000,cluster_0
854463.0000000,159977.0000000,cluster_0
883567.0000000,161769.0000000,cluster_0
848137.0000000,87922.0000000,cluster_0
823676.0000000,152154.0000000,cluster_0
848135.0000000,130674.0000000,cluster_0
844400.0000000,150812.0000000,cluster_0
864494.0000000,136669.0000000,cluster_0
878157.0000000,210496.0000000,cluster_0
851088.0000000,157432.0000000,cluster_0
786528.0000000,104976.0000000,cluster_0
860106.0000000,157080.0000000,cluster_0
861412.0000000,205239.0000000,cluster_0
820675.0000000,168154.0000000,cluster_0
834036.0000000,144156.0000000,cluster_0
842907.0000000,133992.0000000,cluster_0
846720.0000000,162060.0000000,cluster_0
871544.0000000,144135.0000000,cluster_0
849003.0000000,115373.0000000,cluster_0
856753.0000000,145184.0000000,cluster_0
839757.0000000,190518.0000000,cluster_0
865113.0000000,161302.0000000,cluster_0
846936.0000000,161313.0000000,cluster_0
845802.0000000,172285.0000000,cluster_0
844357.0000000,163402.0000000,cluster_0
881106.0000000,105566.0000000,cluster_0
877835.0000000,151890.0000000,cluster_0
839445.0000000,149778.0000000,cluster_0
866560.0000000,165110.0000000,cluster_0
845798.0000000,213118.0000000,cluster_0
818668.0000000,120458.0000000,cluster_0
831446.0000000,182864.0000000,cluster_0
900955.0000000,185733.0000000,cluster_0
836647.0000000,167267.0000000,cluster_0
874672.0000000,104851.0000000,cluster_0
849126.0000000,121710.0000000,cluster_0
889142.0000000,154467.0000000,cluster_0
855993.0000000,225023.0000000,cluster_0
854095.0000000,158510.0000000,cluster_0
850787.0000000,125678.0000000,cluster_0
859298.0000000,139834.0000000,cluster_0
829216.0000000,121494.0000000,cluster_0
837676.0000000,148639.0000000,cluster_0
851919.0000000,127963.0000000,cluster_0
841353.0000000,125628.0000000,cluster_0
848563.0000000,117708.0000000,cluster_0
893106.0000000,176595.0000000,cluster_0
852503.0000000,146551.0000000,cluster_0
848290.0000000,143184.0000000,cluster_0
825541.0000000,151495.0000000,cluster_0
883231.0000000,232031.0000000,cluster_0
864667.0000000,143614.0000000,cluster_0
805089.0000000,96540.0000000,cluster_0
854909.0000000,149938.0000000,cluster_0
847097.0000000,176660.0000000,cluster_0
910435.0000000,171155.0000000,cluster_0
878749.0000000,188759.0000000,cluster_0
871780.0000000,158486.0000000,cluster_0
841292.0000000,155620.0000000,cluster_0
846011.0000000,160034.0000000,cluster_0
855969.0000000,193497.0000000,cluster_0
860927.0000000,110775.0000000,cluster_0
808069.0000000,134402.0000000,cluster_0
848413.0000000,183717.0000000,cluster_0
791722.0000000,162000.0000000,cluster_0
852104.0000000,134678.0000000,cluster_0
806567.0000000,140259.0000000,cluster_0
847423.0000000,161535.0000000,cluster_0
867993.0000000,162841.0000000,cluster_0
828038.0000000,149181.0000000,cluster_0
849404.0000000,170474.0000000,cluster_0
841967.0000000,150890.0000000,cluster_0
850945.0000000,161669.0000000,cluster_0
888697.0000000,143969.0000000,cluster_0
813868.0000000,188928.0000000,cluster_0
864991.0000000,159874.0000000,cluster_0
881109.0000000,152198.0000000,cluster_0
811694.0000000,188374.0000000,cluster_0
900360.0000000,153622.0000000,cluster_0
885764.0000000,151791.0000000,cluster_0
814553.0000000,164190.0000000,cluster_0
895623.0000000,178393.0000000,cluster_0
829790.0000000,205695.0000000,cluster_0
865170.0000000,173755.0000000,cluster_0
850453.0000000,155432.0000000,cluster_0
864211.0000000,216526.0000000,cluster_0
848770.0000000,111076.0000000,cluster_0
791199.0000000,164843.0000000,cluster_0
834165.0000000,140684.0000000,cluster_0
843905.0000000,219401.0000000,cluster_0
857328.0000000,143692.0000000,cluster_0
838146.0000000,159541.0000000,cluster_0
340693.0000000,569371.0000000,cluster_11
315965.0000000,587160.0000000,cluster_11
405652.0000000,622938.0000000,cluster_11
359831.0000000,554975.0000000,cluster_11
349296.0000000,557688.0000000,cluster_11
289423.0000000,559134.0000000,cluster_11
408689.0000000,562521.0000000,cluster_11
321312.0000000,574721.0000000,cluster_11
286568.0000000,547471.0000000,cluster_11
370259.0000000,585265.0000000,cluster_11
339967.0000000,562602.0000000,cluster_11
410917.0000000,614521.0000000,cluster_11
283570.0000000,563726.0000000,cluster_11
347197.0000000,591316.0000000,cluster_11
342064.0000000,570045.0000000,cluster_11
317331.0000000,556086.0000000,cluster_11
335792.0000000,541310.0000000,cluster_11
330455.0000000,568758.0000000,cluster_11
366794.0000000,582584.0000000,cluster_11
378697.0000000,591764.0000000,cluster_11
339981.0000000,565418.0000000,cluster_11
338342.0000000,566864.0000000,cluster_11
338474.0000000,563350.0000000,cluster_11
432052.0000000,613723.0000000,cluster_11
340064.0000000,550509.0000000,cluster_11
334354.0000000,578047.0000000,cluster_11
296775.0000000,572432.0000000,cluster_11
353335.0000000,592567.0000000,cluster_11
334016.0000000,562797.0000000,cluster_11
328438.0000000,532686.0000000,cluster_11
365927.0000000,571713.0000000,cluster_11
343247.0000000,564376.0000000,cluster_11
325057.0000000,581121.0000000,cluster_11
330881.0000000,579058.0000000,cluster_11
378648.0000000,579579.0000000,cluster_11
339115.0000000,566863.0000000,cluster_11
333299.0000000,597586.0000000,cluster_11
367048.0000000,553451.0000000,cluster_11
345840.0000000,561591.0000000,cluster_11
366934.0000000,581294.0000000,cluster_11
358793.0000000,547046.0000000,cluster_11
393570.0000000,579641.0000000,cluster_11
304399.0000000,545221.0000000,cluster_11
353979.0000000,578923.0000000,cluster_11
337002.0000000,589527.0000000,cluster_11
327738.0000000,559624.0000000,cluster_11
334549.0000000,579199.0000000,cluster_11
297110.0000000,556485.0000000,cluster_11
327403.0000000,548875.0000000,cluster_11
413894.0000000,564459.0000000,cluster_11
326043.0000000,553772.0000000,cluster_11
337811.0000000,558454.0000000,cluster_11
333901.0000000,532836.0000000,cluster_11
340545.0000000,568654.0000000,cluster_11
358483.0000000,554925.0000000,cluster_11
318065.0000000,581616.0000000,cluster_11
367751.0000000,578289.0000000,cluster_11
331667.0000000,570387.0000000,cluster_11
321519.0000000,561045.0000000,cluster_11
299578.0000000,572052.0000000,cluster_11
339632.0000000,536577.0000000,cluster_11
339993.0000000,544064.0000000,cluster_11
268672.0000000,508874.0000000,cluster_11
332960.0000000,569308.0000000,cluster_11
345042.0000000,566973.0000000,cluster_11
352220.0000000,602793.0000000,cluster_11
333934.0000000,537464.0000000,cluster_11
312386.0000000,555195.0000000,cluster_11
334182.0000000,558498.0000000,cluster_11
335328.0000000,562880.0000000,cluster_11
303637.0000000,570253.0000000,cluster_11
353145.0000000,580916.0000000,cluster_11
325118.0000000,556212.0000000,cluster_11
294310.0000000,563522.0000000,cluster_11
371563.0000000,547746.0000000,cluster_11
373894.0000000,555347.0000000,cluster_11
407040.0000000,577739.0000000,cluster_11
337298.0000000,565486.0000000,cluster_11
357813.0000000,572855.0000000,cluster_11
304157.0000000,566007.0000000,cluster_11
335918.0000000,566525.0000000,cluster_11
330127.0000000,570072.0000000,cluster_11
339212.0000000,538693.0000000,cluster_11
357275.0000000,551101.0000000,cluster_11
334785.0000000,565575.0000000,cluster_11
326152.0000000,563230.0000000,cluster_11
345903.0000000,561314.0000000,cluster_11
238748.0000000,551038.0000000,cluster_6
331175.0000000,551842.0000000,cluster_11
352520.0000000,566829.0000000,cluster_11
341675.0000000,560197.0000000,cluster_11
354746.0000000,552404.0000000,cluster_11
412500.0000000,594675.0000000,cluster_11
277027.0000000,536847.0000000,cluster_11
322209.0000000,547247.0000000,cluster_11
375619.0000000,553791.0000000,cluster_11
288068.0000000,561932.0000000,cluster_11
344770.0000000,570309.0000000,cluster_11
284031.0000000,566654.0000000,cluster_11
324442.0000000,567881.0000000,cluster_11
356246.0000000,549756.0000000,cluster_11
404420.0000000,577532.0000000,cluster_11
336829.0000000,562228.0000000,cluster_11
293591.0000000,522132.0000000,cluster_11
342963.0000000,582232.0000000,cluster_11
338860.0000000,561151.0000000,cluster_11
324055.0000000,590810.0000000,cluster_11
328331.0000000,541094.0000000,cluster_11
357737.0000000,597104.0000000,cluster_11
392534.0000000,593343.0000000,cluster_11
298665.0000000,568245.0000000,cluster_11
343376.0000000,575709.0000000,cluster_11
338863.0000000,563107.0000000,cluster_11
361370.0000000,552483.0000000,cluster_11
338935.0000000,567577.0000000,cluster_11
350117.0000000,535859.0000000,cluster_11
371000.0000000,555062.0000000,cluster_11
368617.0000000,554066.0000000,cluster_11
331795.0000000,529654.0000000,cluster_11
344237.0000000,573700.0000000,cluster_11
280110.0000000,522025.0000000,cluster_11
328657.0000000,564864.0000000,cluster_11
452457.0000000,597461.0000000,cluster_11
333669.0000000,542228.0000000,cluster_11
320628.0000000,564596.0000000,cluster_11
316642.0000000,553340.0000000,cluster_11
340712.0000000,563178.0000000,cluster_11
349955.0000000,535578.0000000,cluster_11
261538.0000000,525920.0000000,cluster_11
411008.0000000,607342.0000000,cluster_11
317136.0000000,563479.0000000,cluster_11
297022.0000000,574097.0000000,cluster_11
319927.0000000,524637.0000000,cluster_11
359772.0000000,568428.0000000,cluster_11
344791.0000000,578536.0000000,cluster_11
324093.0000000,580491.0000000,cluster_11
373907.0000000,558472.0000000,cluster_11
321905.0000000,573147.0000000,cluster_11
341721.0000000,576427.0000000,cluster_11
386373.0000000,606623.0000000,cluster_11
338588.0000000,543875.0000000,cluster_11
341578.0000000,558672.0000000,cluster_11
371616.0000000,570648.0000000,cluster_11
331987.0000000,568997.0000000,cluster_11
341329.0000000,565571.0000000,cluster_11
334350.0000000,556417.0000000,cluster_11
330482.0000000,571217.0000000,cluster_11
338950.0000000,572545.0000000,cluster_11
289087.0000000,565427.0000000,cluster_11
343997.0000000,585193.0000000,cluster_11
225786.0000000,529417.0000000,cluster_6
365567.0000000,547606.0000000,cluster_11
320827.0000000,519618.0000000,cluster_11
286990.0000000,529505.0000000,cluster_11
321517.0000000,569562.0000000,cluster_11
388806.0000000,569524.0000000,cluster_11
411796.0000000,581307.0000000,cluster_11
331440.0000000,551885.0000000,cluster_11
325958.0000000,573367.0000000,cluster_11
348171.0000000,569251.0000000,cluster_11
344239.0000000,530765.0000000,cluster_11
419151.0000000,577335.0000000,cluster_11
321309.0000000,569996.0000000,cluster_11
386377.0000000,574187.0000000,cluster_11
342099.0000000,561508.0000000,cluster_11
366688.0000000,562413.0000000,cluster_11
321657.0000000,538660.0000000,cluster_11
403004.0000000,613466.0000000,cluster_11
363304.0000000,553764.0000000,cluster_11
384922.0000000,582877.0000000,cluster_11
304556.0000000,568584.0000000,cluster_11
336787.0000000,538925.0000000,cluster_11
327998.0000000,571265.0000000,cluster_11
303269.0000000,531608.0000000,cluster_11
313649.0000000,523765.0000000,cluster_11
337889.0000000,558031.0000000,cluster_11
360165.0000000,553303.0000000,cluster_11
340032.0000000,561740.0000000,cluster_11
338634.0000000,564414.0000000,cluster_11
351459.0000000,565704.0000000,cluster_11
412767.0000000,593558.0000000,cluster_11
283474.0000000,532727.0000000,cluster_11
336928.0000000,557412.0000000,cluster_11
366478.0000000,594677.0000000,cluster_11
343450.0000000,570659.0000000,cluster_11
331616.0000000,565089.0000000,cluster_11
354529.0000000,573677.0000000,cluster_11
276703.0000000,559740.0000000,cluster_11
282066.0000000,560178.0000000,cluster_11
331366.0000000,567311.0000000,cluster_11
321910.0000000,573825.0000000,cluster_11
290107.0000000,571927.0000000,cluster_11
281979.0000000,518199.0000000,cluster_11
374695.0000000,563163.0000000,cluster_11
340191.0000000,567638.0000000,cluster_11
338583.0000000,563529.0000000,cluster_11
358312.0000000,559466.0000000,cluster_11
338474.0000000,564151.0000000,cluster_11
338205.0000000,566246.0000000,cluster_11
342901.0000000,582886.0000000,cluster_11
265815.0000000,540385.0000000,cluster_11
304086.0000000,576100.0000000,cluster_11
347966.0000000,563506.0000000,cluster_11
346144.0000000,560472.0000000,cluster_11
352381.0000000,592377.0000000,cluster_11
318681.0000000,528806.0000000,cluster_11
369366.0000000,561201.0000000,cluster_11
310041.0000000,533285.0000000,cluster_11
344314.0000000,595915.0000000,cluster_11
363956.0000000,609339.0000000,cluster_11
328586.0000000,551385.0000000,cluster_11
330767.0000000,552963.0000000,cluster_11
312558.0000000,520650.0000000,cluster_11
315850.0000000,573154.0000000,cluster_11
379388.0000000,567285.0000000,cluster_11
329905.0000000,579935.0000000,cluster_11
352209.0000000,548608.0000000,cluster_11
357679.0000000,548036.0000000,cluster_11
339288.0000000,588052.0000000,cluster_11
330335.0000000,568221.0000000,cluster_11
341559.0000000,562163.0000000,cluster_11
341925.0000000,569393.0000000,cluster_11
327695.0000000,543105.0000000,cluster_11
335999.0000000,549795.0000000,cluster_11
302359.0000000,534317.0000000,cluster_11
332586.0000000,566187.0000000,cluster_11
330750.0000000,561657.0000000,cluster_11
400380.0000000,588221.0000000,cluster_11
337910.0000000,562252.0000000,cluster_11
336549.0000000,565597.0000000,cluster_11
343717.0000000,559909.0000000,cluster_11
332116.0000000,594868.0000000,cluster_11
358384.0000000,556361.0000000,cluster_11
415881.0000000,584352.0000000,cluster_11
345164.0000000,579614.0000000,cluster_11
316395.0000000,537403.0000000,cluster_11
340970.0000000,564831.0000000,cluster_11
340383.0000000,600071.0000000,cluster_11
326627.0000000,534442.0000000,cluster_11
356865.0000000,545785.0000000,cluster_11
306298.0000000,551902.0000000,cluster_11
347575.0000000,565576.0000000,cluster_11
302583.0000000,571881.0000000,cluster_11
352424.0000000,557574.0000000,cluster_11
279008.0000000,521035.0000000,cluster_11
335029.0000000,553213.0000000,cluster_11
338753.0000000,563384.0000000,cluster_11
324032.0000000,577807.0000000,cluster_11
327973.0000000,534972.0000000,cluster_11
321924.0000000,527106.0000000,cluster_11
345495.0000000,579864.0000000,cluster_11
385091.0000000,599401.0000000,cluster_11
361138.0000000,551307.0000000,cluster_11
332884.0000000,533990.0000000,cluster_11
269126.0000000,508814.0000000,cluster_11
350056.0000000,566657.0000000,cluster_11
374117.0000000,546122.0000000,cluster_11
350283.0000000,559840.0000000,cluster_11
335525.0000000,567445.0000000,cluster_11
350798.0000000,535657.0000000,cluster_11
289002.0000000,520678.0000000,cluster_11
324516.0000000,522674.0000000,cluster_11
364844.0000000,571623.0000000,cluster_11
351815.0000000,574947.0000000,cluster_11
275524.0000000,559548.0000000,cluster_11
348773.0000000,583528.0000000,cluster_11
308966.0000000,523409.0000000,cluster_11
316313.0000000,570785.0000000,cluster_11
341966.0000000,561987.0000000,cluster_11
341446.0000000,538787.0000000,cluster_11
318823.0000000,565345.0000000,cluster_11
347522.0000000,587567.0000000,cluster_11
293746.0000000,544468.0000000,cluster_11
334983.0000000,572690.0000000,cluster_11
325125.0000000,564342.0000000,cluster_11
330145.0000000,546705.0000000,cluster_11
336336.0000000,563145.0000000,cluster_11
302353.0000000,545544.0000000,cluster_11
321216.0000000,569834.0000000,cluster_11
285152.0000000,520229.0000000,cluster_11
335027.0000000,565050.0000000,cluster_11
332270.0000000,556288.0000000,cluster_11
341016.0000000,545280.0000000,cluster_11
339640.0000000,561426.0000000,cluster_11
338633.0000000,563504.0000000,cluster_11
324952.0000000,565867.0000000,cluster_11
353583.0000000,554147.0000000,cluster_11
385183.0000000,556284.0000000,cluster_11
292636.0000000,520371.0000000,cluster_11
289176.0000000,571435.0000000,cluster_11
310944.0000000,559497.0000000,cluster_11
336974.0000000,563207.0000000,cluster_11
337173.0000000,557853.0000000,cluster_11
396903.0000000,591235.0000000,cluster_11
324440.0000000,567074.0000000,cluster_11
333378.0000000,557892.0000000,cluster_11
300366.0000000,565761.0000000,cluster_11
344437.0000000,529492.0000000,cluster_11
325871.0000000,558965.0000000,cluster_11
367641.0000000,556309.0000000,cluster_11
344552.0000000,554676.0000000,cluster_11
297212.0000000,546223.0000000,cluster_11
355924.0000000,577596.0000000,cluster_11
331340.0000000,524203.0000000,cluster_11
292932.0000000,558293.0000000,cluster_11
306346.0000000,523584.0000000,cluster_11
341966.0000000,586266.0000000,cluster_11
282430.0000000,560217.0000000,cluster_11
326251.0000000,549298.0000000,cluster_11
335201.0000000,585318.0000000,cluster_11
351564.0000000,573155.0000000,cluster_11
322365.0000000,530808.0000000,cluster_11
405542.0000000,600089.0000000,cluster_11
296763.0000000,528676.0000000,cluster_11
221233.0000000,538472.0000000,cluster_6
